location_id,address_1,address_2,city,state,zip,county,country,location_source_value,latitude,longitude
2682,397 Gusikowski Manor Suite 57,,Quincy,,2186,Norfolk County,FI,37d1ba45-519e-4542-a6d6-b53079416487,42.2512729792544,-71.0413744482941
2683,306 Kuphal Trafficway Unit 51,,Lowell,,,Middlesex County,FI,37d21321-29d4-46d9-b9cb-1544b9772b7e,42.6556441552881,-71.3412287085996
2684,341 Hoeger Way Suite 95,,Haverhill,,,Essex County,FI,37d3fc6d-8e6c-411b-a6e4-d6cc15e32315,42.7470193591531,-71.1020595488635
2685,335 McCullough Trafficway,,Springfield,,1106,Hampden County,FI,37df782e-fb7e-4c16-bebe-caf2a8c3b9be,42.0323414530936,-72.5743193269061
2686,277 Dicki Flat Unit 41,,Arlington,,2474,Middlesex County,FI,37e5bd3d-616f-4ea3-bbc0-377fe53fee49,42.4578844214287,-71.1346411079315
2687,468 Eichmann Glen Unit 4,,Springfield,,1128,Hampden County,FI,37f44634-ae48-4c73-9601-052d82debdf1,42.0619651114479,-72.5420465571644
2688,402 Johnson Port,,Waltham,,2451,Middlesex County,FI,37f4f9bc-4409-4cb4-b322-6bb0e5b750af,42.3560478254543,-71.228082131503
2689,313 Carroll Neck,,Berlin,,,Worcester County,FI,37f5b832-76bb-4216-900a-fb1e37278102,42.4208787394402,-71.6128072327365
2690,149 Dare Parade Unit 36,,Hopkinton,,,Middlesex County,FI,37fdab87-8e07-4d4b-bc0e-39f8e4c86a30,42.1778328944879,-71.5476611763667
2691,672 Cummerata Wall,,Everett,,2148,Middlesex County,FI,37fdacb1-b282-47a1-985d-92cf9badaa6c,42.3982177248354,-71.0828328450849
2692,424 McDermott Knoll,,Boston,,2199,Suffolk County,FI,380aa894-8ef5-4c04-9f47-7502e914b3af,42.3519471742781,-71.0169687830162
2693,171 Larkin Mission,,Marshfield,,,Plymouth County,FI,38101ea1-9bf6-4c9f-be0f-7ccc2a1bafd9,42.073600130107,-70.6655685616337
2694,762 Quigley Forge,,Marshfield,,,Plymouth County,FI,381135df-819e-493e-bf7f-278ac9d5b680,42.1177437016004,-70.7259519785268
2695,204 Johns Center Apt 47,,Townsend,,,Middlesex County,FI,38123ef9-086a-4d08-8950-1f50da476877,42.6325429089513,-71.6523722689046
2696,357 Dietrich Viaduct,,Hadley,,,Hampshire County,FI,38156990-276e-4d9f-aa90-efd5d52041ee,42.3374085220049,-72.5844747268474
2697,544 Quigley Ranch Unit 87,,Taunton,,2780,Bristol County,FI,3817053b-1a93-4bee-9649-c59da95fc263,41.8410351669302,-71.0541478976547
2698,452 Heidenreich Walk,,Fitchburg,,1420,Worcester County,FI,38229d27-0246-4d5b-9a43-8502470b0448,42.5415656923818,-71.7936884512744
2699,595 Walsh Drive,,Boston,,2135,Suffolk County,FI,3836784c-1a28-48aa-8ce9-19be2e2b1c0e,42.2770234200319,-71.1855871217969
2700,866 Little Club Apt 75,,Framingham,,1702,Middlesex County,FI,38396a4a-7367-4dea-963b-874745f4e26f,42.3008577861422,-71.4333727502156
2701,156 Dicki Fork Suite 67,,Reading,,1801,Middlesex County,FI,38490dd1-1482-4fe3-b8a7-68c0c3bd4da4,42.5492986496934,-71.1139827745622
2702,925 Heller Gardens,,Springfield,,1107,Hampden County,FI,385061a4-8baf-4eac-9e28-10e6365f4034,42.1070190940391,-72.5616790093543
2703,226 Price Corner Unit 50,,Framingham,,1702,Middlesex County,FI,3851061a-3f00-4460-b067-e3270eedb61a,42.259176590223,-71.4822968788776
2704,625 Jast Crossroad Suite 80,,Lynn,,1904,Essex County,FI,3851b03b-ad76-4db8-831f-931ae85e66e9,42.4321245440591,-71.0100062897045
2705,894 Anderson Hollow Apt 86,,Brookfield,,,Worcester County,FI,3856dea1-9ea9-43d4-a2f1-08e23bcacaf3,42.1726181592351,-72.0714026866948
2706,566 Fisher Manor,,Worcester,,1609,Worcester County,FI,3859d5a7-8e04-4ed9-8c56-8f368fbc0027,42.2778408815518,-71.8053425823664
2707,130 McCullough Bridge,,Hampden,,,Hampden County,FI,3862c916-b89c-4733-a017-3c22c446748d,42.036225221976,-72.4139851036551
2708,863 Becker Well,,Orange,,,Franklin County,FI,3868d9ef-01ca-4ca3-970b-9e8131be76c7,42.6027761251361,-72.2907965252259
2709,878 Gutmann Viaduct,,Adams,,1220,Berkshire County,FI,3874cab3-e68c-4593-9ea7-98c846711547,42.6090274493062,-73.118597475079
2710,124 Kunde Vista,,New Salem,,,Franklin County,FI,38798edc-7245-43a8-972d-51a9c80c460c,42.4111698650538,-72.3138011182955
2711,858 Steuber Gardens Suite 46,,Lawrence,,1843,Essex County,FI,387cc11b-e62f-4c2a-adb6-b4883cdf0ca7,42.7207824245369,-71.1554507194975
2712,1005 Kris Overpass Unit 83,,Dartmouth,,,Bristol County,FI,387f4fa2-d0ea-46c6-8935-94045395fcff,41.6121521821256,-70.9719382201713
2713,197 Mueller Center Apt 67,,Framingham,,1701,Middlesex County,FI,3882f444-0799-4c6a-b5fa-7b5fb71dc580,42.2707593463921,-71.4296792168061
2714,284 Morissette Port,,Dedham,,,Norfolk County,FI,3882fd13-bded-49ba-b3e0-45b4dfa9c626,42.2493669977139,-71.1802228513171
2715,335 Daniel Station,,Norwood,,,Norfolk County,FI,38832763-bdfc-42c6-8bc2-b95a85a9e321,42.2674381880484,-71.189542791147
2716,165 Brown Boulevard,,Chelmsford,,,Middlesex County,FI,38894092-b25f-4f1e-afea-d00d09956ae3,42.6405679822477,-71.3444973664257
2717,276 Jacobson Way,,Springfield,,1020,Hampden County,FI,3889ba10-4776-4f87-bf52-06325e2bf6cc,42.1122166239633,-72.6400144328081
2718,973 Wisozk Dam,,Boston,,2109,Suffolk County,FI,3894889a-5ac3-424c-b05a-af7fe8adc759,42.3291820259867,-71.0778673578765
2719,649 Cronin Forge Suite 75,,Monson,,,Hampden County,FI,389614b4-6bcf-4db0-85b1-bd5f238c8ce6,42.1124448867007,-72.3449201913901
2720,1021 Gottlieb Throughway Apt 0,,Medfield,,,Norfolk County,FI,389ab935-1122-4d4a-9496-87311013a148,42.1934355614841,-71.2788880107702
2721,602 Stroman Course,,Revere,,,Suffolk County,FI,38ae2fb7-5a83-4e95-ae6a-71a4d1278a68,42.3917445986947,-70.9943010892516
2722,445 Flatley Mission,,Boston,,2152,Suffolk County,FI,38aef0cd-7525-4e4f-92c1-1626e6a7b466,42.255759614615,-71.0774945452047
2723,835 Abshire Passage,,Cambridge,,2472,Middlesex County,FI,38bbf9e6-e01f-482c-a8a2-d278700654fc,42.359700200208,-71.0516629665145
2724,323 Bartoletti Lodge Suite 85,,Weston,,,Middlesex County,FI,38c422b6-796a-4101-8537-8a5c569be706,42.3725655136664,-71.2690612550329
2725,552 O'Keefe Union Suite 3,,Duxbury,,,Plymouth County,FI,38c84905-45b6-4267-ab86-73609be9e39d,42.0112166644442,-70.7286307373069
2726,579 Halvorson Walk Suite 98,,Northampton,,1063,Hampshire County,FI,38cad0ae-37bc-4bb2-848b-95f325ada55f,42.3846869955481,-72.6740372079665
2727,1031 Runolfsson Run,,Franklin,,,Norfolk County,FI,38e31790-ace4-4d04-90d7-0ba6e81f86d4,42.0635638220449,-71.3803519725947
2728,473 Harris Trailer,,Boston,,2130,Suffolk County,FI,38e4e259-1b77-4544-88c0-1a38a05548fa,42.3740480716231,-71.0479812547436
2729,244 Runolfsdottir Divide Apt 6,,Malden,,2148,Middlesex County,FI,38ecf9ae-2b4d-4f04-a829-6451c3da0ab1,42.408958535271,-71.097478695528
2730,992 Jerde Extension,,Boston,,2132,Suffolk County,FI,38ed905f-72a5-43cd-a4be-9a346a120b9e,42.3262276780372,-71.1477533820969
2731,504 Emard View,,Malden,,2155,Middlesex County,FI,38ef3ab9-6ea6-4fda-a9df-b973c04cee89,42.3810964527309,-71.1023789281803
2732,199 Cummings Viaduct,,Everett,,2149,Middlesex County,FI,38ef7ee8-4567-4b53-8c94-7628cea13ff2,42.3846759060593,-71.0908397671383
2733,1045 Lehner Crossing,,Dedham,,2026,Norfolk County,FI,38f24f17-a4b2-48e8-8764-d246122bb666,42.2609581118348,-71.2225062333805
2734,280 Krajcik Village,,Fall River,,2790,Bristol County,FI,38f5a524-3e85-4783-aaf9-24e2fbfc86d1,41.6688252318222,-71.0594621096757
2735,459 Hoeger Meadow,,Brockton,,2351,Plymouth County,FI,38f8e38b-0029-4331-86ad-764bcdfbe0f2,42.1261325618147,-70.992392458664
2736,903 Auer Run Apt 82,,Milford,,1757,Worcester County,FI,38fed114-d506-4002-b68b-626ff89e4ed9,42.1794652245252,-71.4803577095499
2737,438 Beatty Alley,,Ashland,,,Middlesex County,FI,39056b8f-e1ea-4144-89b7-f4fe409c08b5,42.2429531593068,-71.4671092833469
2738,578 Collier Dale Apt 15,,Northfield,,,Franklin County,FI,391427a6-a7f7-4acb-8e70-f786b74b6885,42.6601405363803,-72.449870740708
2739,446 Effertz Heights,,Newton,,2467,Middlesex County,FI,391e3aeb-0137-4fed-a312-f9eba3b1a29a,42.2802923358949,-71.1507393966556
2740,121 Hamill Spur Unit 71,,Brockton,,2301,Plymouth County,FI,3923972c-f233-4186-b02e-eff98bb18590,42.0475024869687,-71.0173896555029
2741,1014 Halvorson Bay,,Canton,,,Norfolk County,FI,3924eb8a-6934-4edc-91a6-72d11527f95f,42.1521329061824,-71.1381927219752
2742,538 Russel Meadow Unit 66,,Shirley,,1464,Middlesex County,FI,392dddfc-2699-4a9a-99ab-4fa4a9a52f30,42.5915433957266,-71.6773448648852
2743,810 Weber Ranch Unit 70,,Pittsfield,,,Berkshire County,FI,39356c9a-02d8-4935-96fe-3c93630b0693,42.458114395021,-73.2485961916686
2744,141 Thompson Brook,,Foxborough,,,Norfolk County,FI,394017d3-d52b-4597-83df-5d64a9d6ea5e,42.0670994493461,-71.2657239801775
2745,671 Toy Divide,,Springfield,,1103,Hampden County,FI,394213cf-3f69-4f47-803e-d0e08ca0c130,42.1073873582949,-72.4991696987046
2746,887 Hane Port,,Wareham,,,Plymouth County,FI,3945f418-df2f-413e-be22-604d4c88d66e,41.7495816302104,-70.7443466616475
2747,1049 Bergnaum Underpass,,Stoughton,,,Norfolk County,FI,3948f4f2-3af0-4dbe-83af-f75b8c04eb7a,42.1473500970489,-71.0623693223482
2748,925 Nitzsche Trafficway,,Brockton,,2351,Plymouth County,FI,394d4f04-677e-402b-bc55-34070c3bd497,42.0722275718924,-71.0064571042181
2749,346 Connelly Manor,,Danvers,,1923,Essex County,FI,395141d8-4fdd-420b-abcd-c7fbd490dae5,42.596306998207,-70.940960484931
2750,209 Braun Union Unit 24,,Medford,,,Middlesex County,FI,395152b0-6a85-488e-b8a0-6140c70d6caa,42.4168569488621,-71.1334569942562
2751,418 Sawayn Avenue,,Hanson,,2341,Plymouth County,FI,395a781f-3570-401c-b21b-edac73d470ae,42.0234269648668,-70.8870883220588
2752,155 Schumm Throughway,,Athol,,1331,Worcester County,FI,3964ec4f-f70a-4d74-b3d8-713f3ecc601a,42.5603347397446,-72.2512055746304
2753,973 D'Amore Avenue Suite 92,,Boston,,2152,Suffolk County,FI,3967628d-db58-40ec-985c-278e614a29a8,42.3095493532706,-71.0097853664079
2754,361 Schuster Way,,Millbury,,,Worcester County,FI,39692fd8-27db-4d02-8d5e-13853c2858d2,42.1830606153803,-71.8255937031493
2755,452 Will Extension Suite 9,,Randolph,,,Norfolk County,FI,3970cb78-f10c-4a25-af49-720cba420238,42.1583268392543,-71.0229548500417
2756,1006 Ward Parade,,Worcester,,1583,Worcester County,FI,3974887e-6cea-4ae2-9764-d2912694b44c,42.271744075537,-71.7733964097648
2757,138 Sipes Lodge Suite 34,,Hingham,,2043,Plymouth County,FI,3974daf4-76eb-4958-822b-ce0e4d83c28b,42.2447196223856,-70.9127246000922
2758,820 Frami Camp Suite 95,,Malden,,2155,Middlesex County,FI,398c3d26-5a3f-48cf-83c2-30d994b02d1c,42.4246680338083,-71.1286537146086
2759,383 Barrows Manor Apt 58,,Lynn,,1906,Essex County,FI,398f1792-565f-4a2d-94e2-ce7142681540,42.490348678312,-71.059349888995
2760,786 Keebler Estate,,Danvers,,,Essex County,FI,39926560-317b-43bc-8aff-bfdf27fc9b3b,42.5648603921314,-70.938269515399
2761,585 O'Conner Flat,,Methuen,,1844,Essex County,FI,399c3c39-10d8-40c8-a313-fbca62a69308,42.7599338658694,-71.2260269231466
2762,348 Carroll Route Suite 83,,Methuen,,1841,Essex County,FI,39aed1ca-ce5f-4013-91a4-00a58810101d,42.7080072987712,-71.1316081485024
2763,976 Kuvalis Byway Unit 65,,Sturbridge,,1507,Worcester County,FI,39b337b1-20e3-4fc3-952b-8e4dca136393,42.1790013209805,-71.9377124822171
2764,891 Harris Approach,,Waltham,,,Middlesex County,FI,39b9499e-dc99-47cd-87bc-abb22f7f31ad,42.3852360752264,-71.2154058780256
2765,993 Hahn Bridge Apt 71,,Natick,,,Middlesex County,FI,39bfeb37-dc6b-4cf0-8fc3-4253c0051f11,42.3012697166859,-71.3129564570929
2766,186 Lueilwitz Underpass,,Springfield,,1104,Hampden County,FI,39c58d63-14ec-4dd8-8dfd-b862cb6ebf2d,42.1234091988547,-72.5552867665282
2767,335 Pfeffer Underpass Suite 68,,Easton,,,Bristol County,FI,39c7cda6-7ac9-40ed-b142-6729a824ef7f,42.0491278522015,-71.0911241407666
2768,113 Torphy Rapid,,Swansea,,,Bristol County,FI,39cc74cf-bc2a-4861-96d9-c62ff005ce18,41.7085943392547,-71.2106101266646
2769,474 Bogan Trail Suite 34,,Walpole,,2081,Norfolk County,FI,39cda732-c8fd-4f39-bfd3-38f8a3c85671,42.0977134085581,-71.2828245166261
2770,224 Padberg Boulevard,,Andover,,,Essex County,FI,39d2df51-b536-49c5-9e74-1f7f415ad867,42.6015356111227,-71.2110114157049
2771,302 Baumbach Highlands,,Worcester,,1607,Worcester County,FI,39d419b3-53a5-48e3-aeab-b92d5b301a15,42.2956498540842,-71.7035540769867
2772,514 Swift Wynd,,Groton,,1450,Middlesex County,FI,39d5d904-673e-45d9-9a80-ec69d9a4a370,42.6049022270384,-71.5468521325057
2773,931 Halvorson Harbor,,Boston,,2108,Suffolk County,FI,39d71564-4378-4c7f-8ee0-7510407e9d1a,42.2839336838335,-71.0791572674772
2774,330 Cruickshank Rest Suite 21,,Watertown,,2472,Middlesex County,FI,39d79403-9cea-42d8-9f17-8a740edae3be,42.3691930079612,-71.2126495458335
2775,319 Ullrich Approach Suite 24,,Waltham,,2451,Middlesex County,FI,39db58ee-0f43-4608-ad0d-acfbb25c41af,42.3618411560853,-71.1427368536289
2776,843 Johnson Row Suite 98,,Acton,,,Middlesex County,FI,39db82e1-4208-4c69-86cd-bda9d2b02560,42.4964924666925,-71.4706642173929
2777,318 Krajcik Village Apt 47,,Lowell,,1851,Middlesex County,FI,39e629af-f02b-4b7f-a2e8-74e20ed3aa9a,42.6581302140614,-71.3070850422569
2778,893 Hackett Union Unit 83,,Pembroke,,,Plymouth County,FI,39eb79cf-de02-4aaa-96d2-33a649421a66,42.0521929065621,-70.8220268475531
2779,1097 Jaskolski Avenue Apt 0,,Taunton,,2780,Bristol County,FI,39f02d6a-1b17-4b6a-8de2-883c5f70efbb,41.8293057505391,-71.0589148896852
2780,450 Cormier Crossing,,Sturbridge,,1566,Worcester County,FI,39f39b22-b869-46be-adcd-06713c7dd0f5,42.1315813651463,-72.0386940175061
2781,300 Schuster Center,,Westborough,,1581,Worcester County,FI,3a07edeb-db4e-491d-90ba-c2b51b945cb2,42.3047231989515,-71.6570554419214
2782,1081 Gutkowski Glen Suite 79,,Wrentham,,,Norfolk County,FI,3a0986a1-9872-4b9e-a6cf-57982e72bd2f,42.0630227930287,-71.3630124907326
2783,212 O'Kon Lock,,Sunderland,,,Franklin County,FI,3a0c8569-a2d3-477f-b702-5185095d00da,42.5026211110774,-72.5073918071619
2784,229 Reinger Skyway Apt 53,,Groveland,,,Essex County,FI,3a11252b-a1c1-4dff-84df-e72cf31ef7a8,42.7570460573138,-70.9972746912052
2785,791 Swaniawski Street,,Westford,,,Middlesex County,FI,3a19613f-4568-4ed4-85f0-32ac7f86a91b,42.5892519258797,-71.486407066773
2786,657 Bins Brook,,Boston,,2115,Suffolk County,FI,3a25c888-0ab6-4f3d-b59c-025cdda9bb30,42.3106478789981,-70.9844810791346
2787,642 Roob Burg Unit 53,,Fall River,,2720,Bristol County,FI,3a28b557-d0f7-47cd-bbc7-c4647c8df5de,41.720912182101,-71.1464424587912
2788,583 Fahey Brook,,Dalton,,,Berkshire County,FI,3a36da26-f61a-4784-a35c-289dcef84b58,42.5200736766693,-73.1806209588189
2789,1046 Koepp Manor Suite 68,,Blackstone,,,Worcester County,FI,3a37d921-4f79-4c0b-94d9-2a454a4acc76,42.0510646102208,-71.5735395635314
2790,471 Miller Vista Suite 94,,Medford,,,Middlesex County,FI,3a4ac356-98de-4df2-927e-259e9e73a454,42.377316028358,-71.154773807542
2791,704 Metz Lock Unit 56,,Saugus,,1906,Essex County,FI,3a4c6984-46fa-486f-96ea-5e36790b9902,42.4653954342164,-70.9870966589764
2792,333 Kub Walk Unit 97,,Lawrence,,1841,Essex County,FI,3a4cfb1f-d3cd-4b9e-8dcf-1f014a404c65,42.743342615939,-71.1893537113798
2793,974 Dach Gate Unit 99,,Marshfield,,,Plymouth County,FI,3a4edc7a-cfe5-4b83-b338-7b0d3af6b3a1,42.1163818730436,-70.7147199195057
2794,548 Crooks View,,Haverhill,,1835,Essex County,FI,3a59bc1c-8267-4015-b8ab-fdcb0b3bdbb5,42.8329273569311,-71.1137401270193
2795,900 Weber Village Apt 15,,Cambridge,,2138,Middlesex County,FI,3a608395-bc90-499e-bf78-228d92be8002,42.3609970147599,-71.179927077913
2796,636 Moore Underpass,,Templeton,,,Worcester County,FI,3a60c6de-4532-4337-93ce-3504e83eff92,42.6021048102843,-72.0780122226356
2797,327 Kuhic Gateway,,Boston,,2109,Suffolk County,FI,3a628636-1193-4988-8ac2-f1b47c264072,42.2640340533199,-71.1386894953606
2798,689 Bayer Station Apt 65,,Lawrence,,1841,Essex County,FI,3a64d7f0-a6c0-4abb-a99f-f7e05da5f632,42.7366578752852,-71.203573270437
2799,261 Herzog Orchard Apt 58,,Woburn,,1801,Middlesex County,FI,3a656cf5-5611-4d57-9214-4f6e8d83854d,42.5284851293559,-71.1914352434089
2800,425 Bogisich Highlands,,Holliston,,,Middlesex County,FI,3a6e05e8-4afd-4ac9-b7de-a9ef61e5b9fb,42.2172244572434,-71.4671276030129
2801,893 Lesch Light,,Hubbardston,,,Worcester County,FI,3a7ec199-7fc0-4e37-bb14-07178b0b10a6,42.5084419506276,-71.9743600796643
2802,286 Sporer Glen,,Cohasset,,,Norfolk County,FI,3a835faa-2015-4530-93f2-58ef38505fdb,42.2513959771127,-70.7886166220576
2803,669 Bergstrom Passage Apt 5,,North Attleborough,,,Bristol County,FI,3a866bb1-75ab-43aa-886a-ad2d3e6cd1e4,41.9220231064467,-71.3523223099551
2804,828 Connelly Well Suite 46,,Duxbury,,,Plymouth County,FI,3a8d9cd1-fece-40d4-92a4-4b2bcd115992,42.0650274546225,-70.6881466579552
2805,887 Lesch Spur,,Everett,,,Middlesex County,FI,3a905c69-b541-468c-b09d-c3572326228e,42.3773131645795,-71.0441005690115
2806,479 Turner Lane,,Boston,,2131,Suffolk County,FI,3a90e7dc-a864-4636-aa82-fd708c8f907c,42.3518685978393,-71.1086043897735
2807,1062 Klein Fort,,Malden,,,Middlesex County,FI,3a9b6357-5597-4844-941b-dc681c8bdd88,42.401536469478,-71.042595936865
2808,151 Shanahan Approach Apt 46,,Lynn,,,Essex County,FI,3a9b8e7d-862c-412a-b71c-c4e37a395fd6,42.5090666159185,-71.0429016908067
2809,945 Smith Street Apt 28,,Westminster,,,Worcester County,FI,3a9f0571-4424-4f3b-b5ea-034738f999f2,42.5263788982241,-71.8637876197707
2810,798 Bogan Burg,,Randolph,,,Norfolk County,FI,3aa6571c-e1a1-479c-b883-d45bdd3b6e53,42.1306995686285,-71.0224848192574
2811,607 Bruen Throughway Apt 93,,Boston,,2151,Suffolk County,FI,3aa661d9-eb38-458c-aa19-2e7d9a7658ce,42.3534690268584,-71.0730359167101
2812,666 Leannon Meadow,,Bedford,,1730,Middlesex County,FI,3aa84b64-4c7d-4903-8aee-731eabdecf57,42.4857799523091,-71.277420778597
2813,498 Bins Tunnel Suite 26,,Watertown,,2472,Middlesex County,FI,3ab361bb-adec-4677-b259-c8ce9f089083,42.3238854361748,-71.1850636882093
2814,1070 Weimann Landing Unit 98,,Rutland,,1543,Worcester County,FI,3ab399ba-a52e-4134-9553-df7c6ba46e43,42.4171417079475,-72.0033961182514
2815,997 Labadie Arcade Apt 39,,Taunton,,2780,Bristol County,FI,3ab94a49-ff24-4dbb-a856-bb8ee31f73f3,41.9544672337275,-71.1387601848862
2816,824 Brekke Village Suite 5,,Pittsfield,,1201,Berkshire County,FI,3acc9bdb-da59-4921-aefa-12c011981e5d,42.4315512023542,-73.2388025420071
2817,610 Dooley Crossroad Unit 27,,Norwell,,,Plymouth County,FI,3ace3070-9f1a-4497-a98d-5fca031f15b3,42.1188463826227,-70.793875548778
2818,150 Effertz Boulevard Apt 54,,Boston,,2113,Suffolk County,FI,3ace71ca-92dc-4570-8929-9ef82093ff97,42.3184375738559,-71.016089487568
2819,653 Nikolaus Walk Apt 83,,Weymouth,,2190,Norfolk County,FI,3ad0afd6-41d0-41ca-9031-3ef906d65e43,42.1955710454433,-70.978459329692
2820,580 Harris Street Apt 88,,Brookline,,2215,Norfolk County,FI,3ad36296-1e17-4def-b503-fd3b0bdbcc28,42.2988969359884,-71.1288890780965
2821,491 Volkman Way,,Winchester,,1890,Middlesex County,FI,3ad86feb-990f-4f44-bcdb-f81dee79c61f,42.4499301155073,-71.1691839476541
2822,414 Koch Branch,,Framingham,,,Middlesex County,FI,3adfbd93-0a56-4a77-a9ec-375d440f1049,42.3291631112174,-71.4028868068961
2823,237 Dibbert Quay,,Marion,,,Plymouth County,FI,3ae8a60a-f3aa-499c-9f83-ee33918f51e3,41.6624455212691,-70.7859607588561
2824,879 Gleichner Corner,,Worcester,,1610,Worcester County,FI,3aea7c6a-249c-4268-b79a-1d24b4f25555,42.3570510827638,-71.8146683034824
2825,147 Kunde Trail,,Oakham,,,Worcester County,FI,3aeaa420-a61d-40c5-a235-f787f73e0d0b,42.3484606810151,-72.0336631097614
2826,616 Medhurst Crossroad Unit 90,,Northborough,,,Worcester County,FI,3af9a2c0-2ea7-4350-822d-93b0498b5cbc,42.3219223185456,-71.6693163356127
2827,264 Friesen Neck Unit 92,,Marlborough,,,Middlesex County,FI,3b06731b-0034-4b4e-b87b-654bd29a24da,42.3313353344265,-71.5790515963704
2828,644 Schulist Plaza Apt 73,,Watertown,,2472,Middlesex County,FI,3b0a848a-5d4b-481c-93cc-b1d2f84ba99d,42.3430771198591,-71.1458624703651
2829,933 Marquardt Vista,,Pembroke,,,Plymouth County,FI,3b121e20-c5ad-4759-b672-9da9717f28f3,42.047924794712,-70.8392144539519
2830,814 Rodriguez Manor,,East Longmeadow,,,Hampden County,FI,3b1385a2-c6f7-4756-8870-1538bc4835ba,42.085084700874,-72.4987284631698
2831,939 Bins Forge Suite 2,,Acushnet,,,Bristol County,FI,3b226c0c-c931-4d17-afa0-16076f1ba720,41.7072645612459,-70.9508132940003
2832,130 Gleichner Walk Apt 51,,Pittsfield,,,Berkshire County,FI,3b2877e2-17a8-46e5-b764-873bcbf6725b,42.4473043021655,-73.2300561298948
2833,364 Halvorson Ranch Suite 93,,Sharon,,,Norfolk County,FI,3b29d1bc-6728-40ba-83cf-023d8d182ba2,42.1312042342635,-71.1437984911541
2834,102 Dicki Well Unit 23,,Revere,,,Suffolk County,FI,3b29e858-5f3e-4ada-a610-20c463bb3eae,42.4585546933461,-70.98933965725
2835,526 Sanford Wall Apt 9,,Russell,,,Hampden County,FI,3b2ce109-fe9f-4e22-be7b-6f9b75d77fd2,42.2035884716836,-72.8839467713791
2836,670 Cronin Mews,,Randolph,,2368,Norfolk County,FI,3b2e690e-9886-449f-b519-dbcd70a39b2a,42.1520907568601,-71.052481400861
2837,1060 Reilly Trailer Suite 78,,Fall River,,2720,Bristol County,FI,3b2e6b30-4a23-4d59-824c-8934bdb440df,41.7243563509479,-71.07904696617
2838,811 Waters Fort Unit 84,,Southwick,,,Hampden County,FI,3b32a8d5-43fb-4efd-af38-2cf1bb3d677b,42.0624804450591,-72.7596756283804
2839,671 Fadel Light,,Tyringham,,,Berkshire County,FI,3b3530a7-db72-4d60-90f6-c0ab820799a1,42.2203197875918,-73.2131773182138
2840,883 Keeling Haven Unit 34,,Lawrence,,,Essex County,FI,3b3bf44f-178b-47ec-b99e-a7e852b358ab,42.6814717595082,-71.113107675445
2841,689 Gutkowski Manor Apt 92,,East Bridgewater,,,Plymouth County,FI,3b3c6fe3-192e-4f69-aea3-1cf4986c2623,42.0670032853281,-70.969889566314
2842,945 Harber Extension,,Cambridge,,2140,Middlesex County,FI,3b3f9764-47e5-48f4-96ec-4c0415764022,42.4141125569497,-71.1389719112863
2843,550 Fritsch Walk Suite 29,,Dartmouth,,,Bristol County,FI,3b42761b-8499-4a75-9c74-18c49f0ce121,41.5810482874089,-70.9488179500323
2844,560 Herman Fork Unit 60,,Boston,,2210,Suffolk County,FI,3b43bf12-aa65-4173-b900-a6409efad7b7,42.3277466045634,-71.0417910364362
2845,138 Torp Divide Apt 39,,Randolph,,2368,Norfolk County,FI,3b44ff7a-8fd4-4063-a2cc-474c8df0008b,42.1284436522321,-71.0534571855541
2846,934 Hettinger Track Suite 80,,New Bedford,,2743,Bristol County,FI,3b45a866-bdcf-4988-a57c-167aa38350e9,41.6532837336262,-70.9686756383399
2847,934 Padberg Promenade,,Attleboro,,2861,Bristol County,FI,3b494a40-6074-4787-b983-60afe1db0de6,41.8864023824718,-71.3928266775684
2848,859 Dickens Spur Suite 62,,Marshfield,,,Plymouth County,FI,3b4a9feb-0405-4f6e-a566-48f9a303b7ac,42.1449224761002,-70.7321952969167
2849,254 Sporer Alley Suite 27,,Hingham,,,Plymouth County,FI,3b4ccc38-8c89-4869-9fbe-179344f24078,42.2413680521632,-70.8545769837404
2850,195 Kohler Parade Unit 79,,Randolph,,2368,Norfolk County,FI,3b53f4ea-1076-4b94-92af-10dbcfeeebb3,42.1702140058304,-71.0652966860054
2851,471 Mosciski Flat Suite 80,,Woburn,,1801,Middlesex County,FI,3b564a39-5bee-450b-9d97-33c8c423f3c9,42.5091678708253,-71.1379655699512
2852,889 Cruickshank Heights Suite 96,,Boston,,2210,Suffolk County,FI,3b5d5d4d-d9ff-4bae-9475-c3bf47f131aa,42.4450325589833,-71.0353264648924
2853,1091 Gutmann Ferry,,Ipswich,,,Essex County,FI,3b681c83-3cd8-4ca3-ae43-04c7d769ea36,42.6779314639885,-70.8787510852235
2854,193 Marks Branch Apt 14,,Boston,,2111,Suffolk County,FI,3b69b3e9-f37c-406a-919b-9c3be4e575cb,42.3155777958101,-71.0708828682377
2855,1036 Gorczany Manor Suite 79,,Groveland,,,Essex County,FI,3b6fcfba-429d-42dd-a8f6-f1a5da66db81,42.7261491989828,-70.9865897051662
2856,254 Yundt Forge,,Worcester,,1607,Worcester County,FI,3b70c0f8-cd31-47c8-91ac-b6c3374e70cf,42.2282865646579,-71.86820623315
2857,188 Yundt Drive,,Cambridge,,2140,Middlesex County,FI,3b72f1a0-a074-44e5-9dac-552f02b81163,42.41952378467,-71.1495067415315
2858,1073 Douglas Terrace,,Attleboro,,2703,Bristol County,FI,3b74e905-2255-4081-b90a-9bfcbe51fae4,41.8934985353361,-71.2875703044218
